,日期,订单编号,下单时间,接单时长,店铺名称,店铺ID,店铺所在城市,订单支付类型,订单状态,订单配送状态,是否预订单,订单总金额,订单折扣后金额,平台承担活动金额,商家承担活动金额,商品分类,商品名称,UPC码,商品SKU码,商品销售数量,商品原价销售额,商品实付销售额,商品总补贴金额,商品商家补贴金额,商品平台补贴金额,是否部分退款商品,部分退款商品数量,部分退款商品金额,订单小额付款,配送费,是否活动订单,优惠活动,是否催单,回复状态,商家回复内容,配送时长,打包袋费,订单完成时间,订单取消原因（仅取消订单）,接单时间
17607,	20200824-20200826,95173291294596594,2020-08-25 08:49:07	,7秒,吉祥花店（七夕预定，表白，鲜花）	,9517329,深圳	,在线支付,订单取消,配送中,否,399.0,141.0,0.0,297.0,约惠七夕19枝	,『情意绵绵』19枝红玫瑰搭配满天星礼盒七夕情人节礼物鲜花店,,31401	,1,399.0,141.0,258.0,258.0,0.0,否,0,0.0,0.0,0.0,是,满50.0元赠精美贺卡（可写祝福语）*1/购买『情意绵绵』19枝红玫瑰搭配满天星礼盒七夕情人节礼物鲜花店原价399.0元现价149.0元/门店新客立减3.0元/送3元商家代金券/用户使用了商家代金券减5元	,是,未回复,,0.00分,0.0,2020-08-25 14:26:58	,其他	,7
17608,	20200824-20200826,95173293968253920,2020-08-25 09:02:15	,6秒,吉祥花店（七夕预定，表白，鲜花）	,9517329,深圳	,在线支付,订单取消,用户提交订单,否,268.0,121.0,5.0,181.0,约惠七夕11枝	,『青梅竹马』11枝红玫瑰搭配尤加利礼盒七夕情人节礼物鲜花店,,XH002	,1,268.0,121.0,147.0,142.0,5.0,否,0,0.0,0.0,0.0,是,满50.0元赠精美贺卡（可写祝福语）*1/用户使用了会员红包减5元/购买『青梅竹马』11枝红玫瑰搭配尤加利礼盒七夕情人节礼物鲜花店原价268.0元现价129.0元/门店新客立减3.0元/送3元商家代金券	,否,未回复,,0.00分,0.0,,其他	,6
17612,	20200824-20200826,95173301269807160,2020-08-24 13:07:42	,0秒,鲜花主题创意坊（七夕情人节，礼物，鲜花）	,9517330,北京	,在线支付,订单取消,用户提交订单,是,348.0,131.0,0.0,256.0,活动专区づ———	,『情有独钟』11枝红玫瑰鲜花礼盒七夕情人节送女友表白礼物,,ASD12354	,1,348.0,131.0,217.0,217.0,0.0,否,0,0.0,0.0,0.0,是,满50.0元赠精美贺卡（可写祝福语）*1/购买『情有独钟』11枝红玫瑰鲜花礼盒七夕情人节送女友表白礼物原价348.0元现价139.0元/门店新客立减3.0元/送3元商家代金券/用户使用了商家代金券减5元	,否,未回复,,0.00分,0.0,,其他	,0
17613,	20200824-20200826,95173303049752078,2020-08-24 16:50:05	,0秒,鲜花主题创意坊（七夕情人节，礼物，鲜花）	,9517330,北京	,在线支付,订单取消,用户提交订单,是,399.0,136.0,5.0,297.0,约惠七夕19枝	,『风情月意』19枝粉玫瑰搭配尤加利韩式花束七夕情人节礼物鲜花,,38014	,1,399.0,136.0,263.0,258.0,5.0,否,0,0.0,0.0,0.0,是,满50.0元赠精美贺卡（可写祝福语）*1/用户使用了会员红包减5元/购买『风情月意』19枝粉玫瑰搭配尤加利韩式花束七夕情人节礼物鲜花原价399.0元现价149.0元/门店新客立减3.0元/送3元商家代金券/用户使用了商家代金券减5元	,否,未回复,,0.00分,0.0,2020-08-25 15:37:38	,其他	,0
17615,	20200824-20200826,95173303152492135,2020-08-25 11:06:35	,6秒,鲜花主题创意坊（七夕情人节，礼物，鲜花）	,9517330,北京	,在线支付,订单取消,配送中,否,498.0,326.0,0.0,211.0,约惠七夕33枝	,『甘棠之爱』33枝红玫瑰搭配尤加利韩式花束七夕情人节礼物鲜花,,ZMM005	,1,498.0,326.0,172.0,172.0,0.0,否,0,0.0,0.0,0.0,是,满50.0元赠精美贺卡（可写祝福语）*1/购买『甘棠之爱』33枝红玫瑰搭配尤加利韩式花束七夕情人节礼物鲜花原价498.0元现价329.0元/门店新客立减3.0元/送3元商家代金券	,是,未回复,,0.00分,0.0,,其他	,6
17617,	20200824-20200826,95173302342655417,2020-08-25 10:31:28	,2秒,鲜花主题创意坊（七夕情人节，礼物，鲜花）	,9517330,北京	,在线支付,订单取消,用户提交订单,否,348.0,195.0,0.0,192.0,活动专区づ———	,『情有独钟』11枝红玫瑰鲜花礼盒七夕情人节送女友表白礼物,,ASD12354	,1,348.0,195.0,153.0,153.0,0.0,否,0,0.0,0.0,0.0,是,满50.0元赠精美贺卡（可写祝福语）*1/购买『情有独钟』11枝红玫瑰鲜花礼盒七夕情人节送女友表白礼物原价348.0元现价198.0元/门店新客立减3.0元/送3元商家代金券	,是,未回复,,0.00分,0.0,2020-08-25 15:24:24	,其他	,2
17618,	20200824-20200826,95173302386186755,2020-08-25 07:23:33	,0秒,鲜花主题创意坊（七夕情人节，礼物，鲜花）	,9517330,北京	,在线支付,订单取消,用户提交订单,否,318.0,155.0,0.0,202.0,店长推荐づ——	,『男欢女爱』19枝粉玫瑰配黄英相思梅礼盒520情人节礼物鲜花,,ZMM024	,1,318.0,155.0,163.0,163.0,0.0,否,0,0.0,0.0,0.0,是,满50.0元赠精美贺卡（可写祝福语）*1/购买『男欢女爱』19枝粉玫瑰配黄英相思梅礼盒七夕礼物情人节鲜花原价318.0元现价158.0元/门店新客立减3.0元/送3元商家代金券	,否,未回复,,0.00分,0.0,,其他	,0
17619,	20200824-20200826,95173301795091754,2020-08-25 07:54:05	,4秒,鲜花主题创意坊（七夕情人节，礼物，鲜花）	,9517330,北京	,在线支付,订单取消,用户提交订单,否,98.0,95.0,0.0,42.0,家居鲜花	,『日常家居鲜花』小束白色满天星（一公里内配送）,,,1,98.0,95.0,3.0,3.0,0.0,否,0,0.0,0.0,0.0,是,满50.0元赠精美贺卡（可写祝福语）*1/门店新客立减3.0元/送3元商家代金券	,是,未回复,,0.00分,0.0,,其他	,4
17620,	20200824-20200826,95173301677285159,2020-08-25 08:03:27	,1秒,鲜花主题创意坊（七夕情人节，礼物，鲜花）	,9517330,北京	,在线支付,订单取消,用户提交订单,否,158.0,100.0,0.0,97.0,臻选高端づ———	,『一生情缘』11枝粉玫瑰搭配桔梗混搭鲜花束送女友生日礼物鲜花,,YSQY01	,1,158.0,100.0,58.0,58.0,0.0,否,0,0.0,0.0,0.0,是,满100.0元减50.0元/满50.0元赠精美贺卡（可写祝福语）*1/门店新客立减3.0元/送3元商家代金券/用户使用了商家代金券减5元	,否,未回复,,0.00分,0.0,,其他	,1
17621,	20200824-20200826,95173303382704585,2020-08-25 08:25:25	,4秒,鲜花主题创意坊（七夕情人节，礼物，鲜花）	,9517330,北京	,在线支付,订单取消,用户提交订单,否,348.0,136.0,0.0,251.0,活动专区づ———	,『情有独钟』11枝红玫瑰鲜花礼盒七夕情人节送女友表白礼物,,ASD12354	,1,348.0,136.0,212.0,212.0,0.0,否,0,0.0,0.0,0.0,是,满50.0元赠精美贺卡（可写祝福语）*1/购买『情有独钟』11枝红玫瑰鲜花礼盒七夕情人节送女友表白礼物原价348.0元现价139.0元/门店新客立减3.0元/送3元商家代金券	,是,未回复,,0.00分,0.0,,其他	,4
17623,	20200824-20200826,95173301300204059,2020-08-25 09:15:58	,5秒,鲜花主题创意坊（七夕情人节，礼物，鲜花）	,9517330,北京	,在线支付,订单取消,配送中,否,998.0,591.0,0.0,446.0,店长推荐づ——	,『心心相印』99枝红玫瑰搭配相思梅花束520送女友情人节鲜花,,ZMM054	,1,998.0,591.0,407.0,407.0,0.0,否,0,0.0,0.0,0.0,是,满50.0元赠精美贺卡（可写祝福语）*1/购买『心心相印』99枝红玫瑰搭配相思梅花束七夕礼物情人节鲜花原价998.0元现价599.0元/门店新客立减3.0元/送3元商家代金券/用户使用了商家代金券减5元	,是,未回复,,0.00分,0.0,,其他	,5
17624,	20200824-20200826,95173301223213925,2020-08-25 09:21:21	,4秒,鲜花主题创意坊（七夕情人节，礼物，鲜花）	,9517330,北京	,在线支付,订单取消,用户提交订单,否,258.0,156.0,0.0,141.0,约惠七夕19枝	,『Goddess C5款』19枝香槟玫瑰+配草+2只小熊礼盒,,C5ZK02	,1,258.0,156.0,102.0,102.0,0.0,否,0,0.0,0.0,0.0,是,满50.0元赠精美贺卡（可写祝福语）*1/购买『Goddess C5款』19枝香槟玫瑰+2只小熊七夕节礼盒原价258.0元现价159.0元/门店新客立减3.0元/送3元商家代金券	,否,未回复,,0.00分,0.0,,其他	,4
17625,	20200824-20200826,95173304016847411,2020-08-25 09:25:59	,13秒,鲜花主题创意坊（七夕情人节，礼物，鲜花）	,9517330,北京	,在线支付,订单取消,用户提交订单,否,298.0,180.0,0.0,157.0,折扣专区づ———	,『彩虹之恋』满天星鲜花 花束 送女友送闺蜜生日礼物推荐鲜花店,,CHZL	,1,298.0,180.0,118.0,118.0,0.0,否,0,0.0,0.0,0.0,是,满50.0元赠精美贺卡（可写祝福语）*1/购买『彩虹之恋』满天星鲜花花束 七夕礼物送女友送闺蜜推荐鲜花原价298.0元现价188.0元/门店新客立减3.0元/送3元商家代金券/用户使用了商家代金券减5元	,是,未回复,,0.00分,0.0,,其他	,13
17626,	20200824-20200826,95173303892506751,2020-08-25 09:26:59	,17秒,鲜花主题创意坊（七夕情人节，礼物，鲜花）	,9517330,北京	,在线支付,订单取消,配送中,否,399.0,141.0,0.0,297.0,约惠七夕19枝	,『情意绵绵』19枝红玫瑰搭配满天星礼盒七夕情人节礼物鲜花店,,31401	,1,399.0,141.0,258.0,258.0,0.0,否,0,0.0,0.0,0.0,是,满50.0元赠精美贺卡（可写祝福语）*1/购买『情意绵绵』19枝红玫瑰搭配满天星礼盒七夕情人节礼物鲜花店原价399.0元现价149.0元/门店新客立减3.0元/送3元商家代金券/用户使用了商家代金券减5元	,是,未回复,,0.00分,0.0,,其他	,17
17627,	20200824-20200826,95173300026515543,2020-08-25 09:34:24	,0秒,鲜花主题创意坊（七夕情人节，礼物，鲜花）	,9517330,北京	,在线支付,订单取消,用户提交订单,否,198.0,150.0,0.0,87.0,店长推荐づ——	,『沉鱼落雁』11枝红玫瑰搭配尤加利礼盒520送女友情人节鲜花,,ZMM002	,1,198.0,150.0,48.0,48.0,0.0,否,0,0.0,0.0,0.0,是,满50.0元赠精美贺卡（可写祝福语）*1/购买『沉鱼落雁』11枝红玫瑰搭配尤加利礼盒七夕礼物情人节鲜花原价198.0元现价158.0元/门店新客立减3.0元/送3元商家代金券/用户使用了商家代金券减5元	,是,未回复,,0.00分,0.0,,其他	,0
17628,	20200824-20200826,95173303213192828,2020-08-25 09:34:55	,0秒,鲜花主题创意坊（七夕情人节，礼物，鲜花）	,9517330,北京	,在线支付,订单取消,用户提交订单,否,269.0,126.0,0.0,182.0,约惠七夕11枝	,『情人知己』11枝红玫瑰搭配满天星礼盒七夕情人节礼物鲜花店,,qx20200825001	,1,269.0,126.0,143.0,143.0,0.0,否,0,0.0,0.0,0.0,是,满50.0元赠精美贺卡（可写祝福语）*1/购买『情人知己』11枝红玫瑰搭配满天星礼盒七夕情人节礼物鲜花店原价269.0元现价129.0元/门店新客立减3.0元/送3元商家代金券	,是,未回复,,0.00分,0.0,2020-08-25 16:16:22	,其他	,0
17629,	20200824-20200826,95173300075108782,2020-08-25 09:36:18	,0秒,鲜花主题创意坊（七夕情人节，礼物，鲜花）	,9517330,北京	,在线支付,订单取消,用户提交订单,否,998.0,591.0,0.0,446.0,店长推荐づ——	,『心心相印』99枝红玫瑰搭配相思梅花束520送女友情人节鲜花,,ZMM054	,1,998.0,591.0,407.0,407.0,0.0,否,0,0.0,0.0,0.0,是,满50.0元赠精美贺卡（可写祝福语）*1/购买『心心相印』99枝红玫瑰搭配相思梅花束七夕礼物情人节鲜花原价998.0元现价599.0元/门店新客立减3.0元/送3元商家代金券/用户使用了商家代金券减5元	,是,未回复,,0.00分,0.0,2020-08-25 14:42:10	,其他	,0
17632,	20200824-20200826,95173302718691708,2020-08-25 10:13:59	,0秒,鲜花主题创意坊（七夕情人节，礼物，鲜花）	,9517330,北京	,在线支付,订单取消,用户提交订单,否,278.0,180.0,0.0,137.0,满天星星づ———	,满天星『以爱为名』,,AMSADA2	,1,278.0,180.0,98.0,98.0,0.0,否,0,0.0,0.0,0.0,是,满50.0元赠精美贺卡（可写祝福语）*1/购买满天星『以爱为名』七夕情人节送女生日礼物鲜花原价278.0元现价188.0元/门店新客立减3.0元/送3元商家代金券/用户使用了商家代金券减5元	,否,未回复,,0.00分,0.0,2020-08-25 15:16:28	,其他	,0
17633,	20200824-20200826,95173303968253920,2020-08-25 10:14:07	,0秒,鲜花主题创意坊（七夕情人节，礼物，鲜花）	,9517330,北京	,在线支付,订单取消,用户提交订单,否,328.0,255.0,0.0,112.0,折扣专区づ———	,『一生的信念』19枝蓝色妖姬搭配黄莹送女友闺蜜生日礼物鲜花店,,YSDXN01	,1,328.0,255.0,73.0,73.0,0.0,否,0,0.0,0.0,0.0,是,满50.0元赠精美贺卡（可写祝福语）*1/购买『一生的信念』19枝蓝色妖姬搭配黄莹送女友闺蜜七夕礼物鲜花店原价328.0元现价258.0元/门店新客立减3.0元/送3元商家代金券	,是,未回复,,0.00分,0.0,2020-08-25 15:13:23	,其他	,0
17634,	20200824-20200826,95173303123430734,2020-08-25 10:21:04	,0秒,鲜花主题创意坊（七夕情人节，礼物，鲜花）	,9517330,北京	,在线支付,订单取消,用户提交订单,否,378.0,255.0,0.0,162.0,店长推荐づ——	,『柔情蜜意』19枝粉玫瑰配桔梗满天星抱抱桶520情人节鲜花,,ZMM029	,1,378.0,255.0,123.0,123.0,0.0,否,0,0.0,0.0,0.0,是,满50.0元赠精美贺卡（可写祝福语）*1/购买『柔情蜜意』19枝粉玫瑰配桔梗满天星抱抱桶七夕礼物情人节鲜花原价378.0元现价258.0元/门店新客立减3.0元/送3元商家代金券	,是,未回复,,0.00分,0.0,2020-08-25 15:19:21	,其他	,0
17635,	20200824-20200826,95173300372010069,2020-08-25 10:31:55	,0秒,鲜花主题创意坊（七夕情人节，礼物，鲜花）	,9517330,北京	,在线支付,订单取消,用户提交订单,否,138.0,80.0,0.0,97.0,生日快乐づ———	,『恩重如山』5枝向日葵花束 教师节礼物 送老师,,EZRS08	,1,138.0,80.0,58.0,58.0,0.0,否,0,0.0,0.0,0.0,是,满100.0元减50.0元/满50.0元赠精美贺卡（可写祝福语）*1/门店新客立减3.0元/送3元商家代金券/用户使用了商家代金券减5元	,是,未回复,,0.00分,0.0,,其他	,0
17636,	20200824-20200826,95173300890902196,2020-08-25 10:42:49	,1秒,鲜花主题创意坊（七夕情人节，礼物，鲜花）	,9517330,北京	,在线支付,订单取消,用户提交订单,否,198.0,155.0,0.0,82.0,店长推荐づ——	,『沉鱼落雁』11枝红玫瑰搭配尤加利礼盒520送女友情人节鲜花,,ZMM002	,1,198.0,155.0,43.0,43.0,0.0,否,0,0.0,0.0,0.0,是,满50.0元赠精美贺卡（可写祝福语）*1/购买『沉鱼落雁』11枝红玫瑰搭配尤加利礼盒七夕礼物情人节鲜花原价198.0元现价158.0元/门店新客立减3.0元/送3元商家代金券	,是,未回复,,0.00分,0.0,,其他	,1
17637,	20200824-20200826,95173303605089781,2020-08-25 10:44:07	,1秒,鲜花主题创意坊（七夕情人节，礼物，鲜花）	,9517330,北京	,在线支付,订单取消,用户提交订单,否,298.0,205.0,0.0,132.0,热销专区づ———	,『桃花流水』19枝红玫瑰搭配满天星礼盒情人节送女友鲜花店,,QRJ012	,1,298.0,205.0,93.0,93.0,0.0,否,0,0.0,0.0,0.0,是,满50.0元赠精美贺卡（可写祝福语）*1/购买『桃花流水』19枝红玫瑰搭配满天星礼盒七夕情人节送女友鲜花原价298.0元现价208.0元/门店新客立减3.0元/送3元商家代金券	,是,未回复,,0.00分,0.0,,其他	,1
17638,	20200824-20200826,95173303774986605,2020-08-25 10:48:05	,0秒,鲜花主题创意坊（七夕情人节，礼物，鲜花）	,9517330,北京	,在线支付,订单取消,用户提交订单,否,198.0,145.0,5.0,87.0,店长推荐づ——	,『沉鱼落雁』11枝红玫瑰搭配尤加利礼盒520送女友情人节鲜花,,ZMM002	,1,198.0,145.0,53.0,48.0,5.0,否,0,0.0,0.0,0.0,是,满50.0元赠精美贺卡（可写祝福语）*1/用户使用了会员红包减5元/购买『沉鱼落雁』11枝红玫瑰搭配尤加利礼盒七夕礼物情人节鲜花原价198.0元现价158.0元/门店新客立减3.0元/送3元商家代金券/用户使用了商家代金券减5元	,否,未回复,,0.00分,0.0,,其他	,0
17639,	20200824-20200826,95173301069511785,2020-08-25 10:52:19	,1秒,鲜花主题创意坊（七夕情人节，礼物，鲜花）	,9517330,北京	,在线支付,订单取消,用户提交订单,否,298.0,175.0,5.0,157.0,折扣专区づ———	,『彩虹之恋』满天星鲜花 花束 送女友送闺蜜生日礼物推荐鲜花店,,CHZL	,1,298.0,175.0,123.0,118.0,5.0,否,0,0.0,0.0,0.0,是,满50.0元赠精美贺卡（可写祝福语）*1/用户使用了会员红包减5元/购买『彩虹之恋』满天星鲜花花束 七夕礼物送女友送闺蜜推荐鲜花原价298.0元现价188.0元/门店新客立减3.0元/送3元商家代金券/用户使用了商家代金券减5元	,是,未回复,,0.00分,0.0,,其他	,1
17640,	20200824-20200826,95173302454686031,2020-08-25 10:56:43	,1秒,鲜花主题创意坊（七夕情人节，礼物，鲜花）	,9517330,北京	,在线支付,订单取消,用户提交订单,否,369.0,250.0,0.0,158.0,约惠七夕19枝	,『伯劳飞燕』19枝香槟玫瑰搭配尤加利礼盒七夕情人节礼物鲜花,,TH005	,1,369.0,250.0,119.0,119.0,0.0,否,0,0.0,0.0,0.0,是,满50.0元赠精美贺卡（可写祝福语）*1/购买『伯劳飞燕』19枝香槟玫瑰搭配尤加利礼盒七夕情人节礼物鲜花原价369.0元现价258.0元/门店新客立减3.0元/送3元商家代金券/用户使用了商家代金券减5元	,否,已回复,,0.00分,0.0,2020-08-25 15:43:55	,其他	,1
17642,	20200824-20200826,95173300428454022,2020-08-25 11:07:23	,1秒,鲜花主题创意坊（七夕情人节，礼物，鲜花）	,9517330,北京	,在线支付,订单取消,用户提交订单,否,338.0,250.0,0.0,127.0,折扣专区づ———	,『如隔三秋』33枝红玫瑰搭配满天星礼盒鲜花店 送女友生日礼物,,RGSQ01	,1,338.0,250.0,88.0,88.0,0.0,否,0,0.0,0.0,0.0,是,满50.0元赠精美贺卡（可写祝福语）*1/购买『如隔三秋』33枝红玫瑰搭配满天星礼盒鲜花店 送女友七夕礼物原价338.0元现价258.0元/门店新客立减3.0元/送3元商家代金券/用户使用了商家代金券减5元	,是,未回复,,0.00分,0.0,,其他	,1
17647,	20200824-20200826,95174182454686031,2020-08-25 12:02:23	,0秒,花无缺鲜花（七夕情人节，礼物，鲜花）	,9517418,商洛	,在线支付,订单取消,用户提交订单,否,399.0,146.0,0.0,272.0,约惠七夕19枝	,『情意绵绵』19枝红玫瑰搭配满天星礼盒七夕情人节礼物鲜花店,,31401	,1,399.0,146.0,253.0,253.0,0.0,否,0,0.0,0.0,0.0,是,满59.0元赠赠送精美贺卡（可写祝福语*1/购买『情意绵绵』19枝红玫瑰搭配满天星礼盒七夕情人节礼物鲜花店原价399.0元现价149.0元/门店新客立减3.0元	,否,未回复,,0.00分,0.0,,其他	,0
17648,	20200824-20200826,95174183213192828,2020-08-25 10:14:33	,34秒,花无缺鲜花（七夕情人节，礼物，鲜花）	,9517418,商洛	,在线支付,订单取消,用户提交订单,否,298.0,116.0,5.0,196.0,约惠七夕11枝	,『情投意合』11枝红玫瑰搭配尤加利花束七夕情人节礼物鲜花店,,TH002	,1,298.0,116.0,182.0,177.0,5.0,否,0,0.0,0.0,0.0,是,满59.0元赠赠送精美贺卡（可写祝福语*1/用户使用了会员红包减5元/购买『情投意合』11枝红玫瑰搭配尤加利花束七夕情人节礼物鲜花店原价298.0元现价129.0元/门店新客立减3.0元/用户使用了商家代金券减5元	,否,未回复,,0.00分,0.0,,其他	,34
17649,	20200824-20200826,95174183605089781,2020-08-25 11:46:56	,0秒,花无缺鲜花（七夕情人节，礼物，鲜花）	,9517418,商洛	,在线支付,订单取消,用户提交订单,否,269.0,126.0,0.0,162.0,约惠七夕11枝	,『情人知己』11枝红玫瑰搭配满天星礼盒七夕情人节礼物鲜花店,,qx20200825001	,1,269.0,126.0,143.0,143.0,0.0,否,0,0.0,0.0,0.0,是,满59.0元赠赠送精美贺卡（可写祝福语*1/购买『情人知己』11枝红玫瑰搭配满天星礼盒七夕情人节礼物鲜花店原价269.0元现价129.0元/门店新客立减3.0元	,否,未回复,,0.00分,0.0,,其他	,0
